,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],"['The wood and plastic booth was built around a patio door at Vicarage Court, Featherstone, in under three hours. Director Jagjit Singh, who built the pod with a staff member, posted a picture on the home\'s Facebook page and it got thousands of views and messages. Almost 50 care homes have been in touch to ask where they can get one. More stories from around Yorkshire The booth - which was decorated by residents - is fully sealed and allows family members to visit their loved ones indoors and speak through a screen. Mr Singh said he used the thinnest possible wood and Perspex to help with communication while keeping the pod totally sealed. He said: ""We\'re a family run home and have always prided ourselves on our attention to detail. ""The new national guidelines have meant that only very limited visits are allowed for palliative care and the majority of residents can only have 30 minutes to speak through the screen. ""But that\'s just not the same. ""We thought we could come up with a better solution than some of the outdoor sheds that we\'d seen - especially as it\'s getting cold. We did not think that was very dignified."" He said the pod has been fully booked by families for the 30-minute slots which']",0.14634146341463414,0.00819672131147541,0.06504065040650407,0.06504065040650407,24.449365386346418
14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The six-week-old male bird was found at Loch Arkaig in Lochaber. The Scottish SPCA first took the chick to Inverness and then to its national rescue centre in Alloa for treatment. It will remain with the animal charity until it fledges at about 12-weeks-old and will then be released near the loch. The hooks were removed during a surgical procedure. Related Internet Links Scottish sPCA'],0.16666666666666666,0.0,0.10416666666666667,0.10416666666666667,25.140328005170442
15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']","['LGSS Law is owned by three councils and was founded to offer a ""new model"" for public sector legal services. Critics called the fall in revenue and £1.2m loss in 2018-19 a concern while an independent councillor questioned the scrutiny of outsourced services. LGSS Law said its finances had improved and it expected a profit this year. The law company is owned and operated by Central Bedfordshire, Northamptonshire county and Cambridgeshire county councils. Last year the BBC revealed Northamptonhire had offered the firm a £1m overdraft. It has now emerged Cambridgedhire has offered an extra £499,000 credit line. LG SS Law said it had improved its finances and expected to be able to continue in operational existence for the foreseeable future. In its annual accounts, the law company said it ""continues to be reliant on the support of its shareholders in the form of loans, overdrafts and trade payable balances"". It is understood the directors are aware of certain material uncertainties which may cause doubt on the company\'s ability to continue as a going concern."" \'Reliant on shareholders\' It is believed these ""uncertainties"" include cash flow management and the financial issues in setting up the business. The']",0.14977973568281938,0.04444444444444445,0.07929515418502202,0.07929515418502202,22.59261028853767
16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']","['By Laurence CawleyBBC News That search, which took place on Sunday and Monday, has now been called off after they were unable to ""find any trace of any animal"". The most likely explanation for the sighting now appears to be that the suspected big cat was Ginny Murphy\'s pet Teddy Bear, a three-year-old Maine Coon cat. The drama, which unfolded over the bank holiday, has amused those for whom tracking big cats is a day job. Rich Laburn, of the Londolozi Game Reserve in South Africa\'s Kruger National Park, told BBC News there are simple things to look out for - the most obvious being paw prints. \'Listen for growl\' ""They are unmistakeable,"" he said. ""If you take your hand and spread it out on the floor, then the circumference of a man sized hand will be about the size of a lion\'s paw print,"" said Mr Laburn. ""A female lion is slightly smaller. ""You can also look for dirt inside the tracks as other creatures have moved over it - that will give you an indication of how fresh the tracks are,"" he added. Asked whether the recently well-watered soils of Essex would be a harder place to find lion paw']",0.10256410256410256,0.008620689655172414,0.05982905982905983,0.05982905982905983,18.270543158482653
17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"[""Conner Marshall, 18, was beaten to death at Trecco Bay in Porthcawl in March 2015. Killer David Braddon, who was 26 at the time, pleaded guilty to murder and is serving a life sentence. Braddon was subject to two community orders. A Pontypridd inquest into Mr Marshall's death heard Braddon had repeatedly missed appointments to supervise his behaviour. During the hearing, probation officer Kathryn Oakley broke down and said she had been given an impossible job. The court heard she was new to the role and Braddon's first case. She was employed by Wales Community Rehabilitation Company. The barrister for the Marshall family, Kirsten Heaven, asked Ms Oakley if she told the probation service when Braddon would stop taking his antidepressant medication without talking to his GP. She said the probation officer had encouraged Braddon to speak to his doctor. The hearing, which was held on Tuesday, was then asked whether she would have handled the situation differently. She told the court that Braddon did not take his medication and was not taking his medication. The probation officer said she was unaware of the missed appointment because she was on holiday in Mexico. The inquest continues. The judge asked the court whether she had told the""]",0.1589958158995816,0.02531645569620253,0.100418410041841,0.100418410041841,22.12393762284966
18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['By Gerry HoltBBC News Sometimes seen as a ""working-class gong"", the BEM was founded in 1917 and was awarded for ""meritorious"" actions whether by civilians or military personnel. But the honour was scrapped in 1993 by former Conservative Prime Minister John Major, as part of his drive towards a ""classless"" society. However, nearly two decades on, the prime minister has announced its revival, and from next year, to coincide with the Queen\'s Diamond Jubilee, about 300 will be awarded annually to community volunteers. The families of those who received the honour the first time round have welcomed the move - as long as it remains the ""unsung heroes"" who are recognised. \'Unexploded bomb\' Mabel Siddal was honoured with the medal for her bravery as a 22-year-old air raid warden in Devonport, Plymouth, during World War II. She pulled survivors from devastated homes during the Blitz - even as attacks continued around her. The citation for her award, which she received in 1942, states: ""Madam, I recently drew the attention of the Minister of Home Security to your gallant conduct when during the severe air raids on Plymouth and district on the nights of 21, 22 and 29 April 1941']",0.16379310344827586,0.05217391304347826,0.10344827586206896,0.10344827586206896,25.037659360556354
19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['By Tara JohnBBC News Condolences flooded social media from journalists, businessmen academics, ambassadors and even flag-carrying Ethiopian Airlines after it was reported that Mr Simegnew\'s body was found in a car in the capital, Addis Ababa, on Thursday. The police are investigating the circumstances of his death. He died as a result of a bullet wound and a hand gun was found at a petrol station in his car, which was parked in Meskel Square in the city centre. By the afternoon, hundreds had taken to the streets in the Capital, as well as Londar, with protesters demanding ""justice"" for the late engineer. To understand why a project manager has managed to elicit such shock and widespread mourning - normally seen in other countries after the death of royalty, celebrities or politicians - one has to look at what the Grand Ethiopian Dam has come to represent. \'Patriotic ambitions\' Straddling the Nile, the dam has been called the most ambitious infrastructure project ever achieved on the continent. Once built, the 1.8km (1.1 mile) wide and 155m (500ft 5in) high dam will triple the country\'s electricity production. The Grand Ethiopian Renaissance Dam, which is set to be Africa\'s']",0.15789473684210525,0.07079646017699116,0.11403508771929824,0.11403508771929824,27.096444622943388
20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['Haniffa Bin Osman, 57, was sentenced to 37 months in prison by the district judge in Baltimore on Friday. He was accused of aiding the LTTE in the attempted purchase of Surface to Air Missiles, Night Vision of Devices, Machine Guns and State of the Art Firearms. The attempts were made from April to September 2006 together with Haji Subandi, Erick Wotulo and Thirunavukarasu Varatharasa, a statement by the US Justice Department said. Three others were also convicted in the same case, the statement said. The US Justice department said in a statement that the three were convicted of aiding and abetting the Tamil Tigers, a designated foreign terrorist organization, and attempted to illegally export arms. ""The three defendants were convicted on Friday of conspiring with others to provide material support to the Tamil Liberation Army (LTTE) in the purchase of weapons,"" US Attorney Rod J Rosenstein was quoted in the statement. Haniffa bin Osman has told US undercover agents in July 2006 that the weapons were to be sent for the use by the LTte who are fighting against the Sri Lankan forces. ""On August 1, 2006, Osman told the undercover agents that the Tamil Tiger wired a deposit of $250']",0.14222222222222222,0.053811659192825115,0.10666666666666667,0.10666666666666667,26.132795981250528
21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['A yellow alert is in place from Friday, with the Met Office saying there could be heavy downpours during any storms, with up to 50mm of rain in short bursts over two to three hours. It could lead to flash flooding in places, travel disruption, and the slight risk of power cuts. The alerts remain in place until 21:00 BST on Monday. A Met Office forecaster said the greatest chance of impact will be in the southern half of warning areas, with afternoon showers on Friday likely to be ""slow moving and prolonged"". Further areas of heavy thunderstorms are expected to develop through Sunday, late into the evening, before finally beginning to clear on Monday night. The forecaster warned where thunderstorms occur, they could also be accompanied by hail, lightning and gusty winds. Thunderstorms have brought flash flooding and power cuts to parts of Wales throughout the week, prompted by the spell of hot and humid air across parts of the UK.']",0.10169491525423728,0.011428571428571429,0.056497175141242945,0.056497175141242945,23.635655382778182
22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"['By Jonathan AmosBBC Science Correspondent, Bremen They have been examining rocks from the crater that the 15km-wide space object dug out of what is now the Gulf of Mexico some 66 million years ago. The team says it can see evidence in these materials for how life returned to the scene soon after the calamity. Descendants of these small organisms are likely thriving today in amongst the crater\'s smashed up materials. The international project has shipped the hundreds of metres it drilled from beneath the Gulf floor earlier this year to the MARUM Center for Marine Environmental Sciences, at the University of Bremenn, Germany. It is here that the cores are being catalogued, analysed and archived. Chicxulub Crater - The impact that changed life on Earth Prof Sean Gulick, from the University University of Texas, US, is one of the two chief scientists involved. He cautioned that the rock investigation was a long-term endeavour, but then shared some early observations. ""We\'ve been able to examine that first 10,000 years after the impact, which is dominated by what we call \'disaster species\' - dominated by the organisms that love stressed environments. And then we can see evolution coming back in [during] the next few hundred thousands']",0.06278026905829596,0.00904977375565611,0.04484304932735426,0.04484304932735426,15.681588493360255
23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","['Robert PestonEconomics editor One reason why this bank should stay afloat is because Co-op Group is injecting £462m into it. But even so, Co-Op Group will emerge with a holding in the bank of just 30%. Or to put it another way, the value of its current 100% ownership of the bank is being valued at a big fat zilch. This destruction of Co-OP Group\'s investment in the hospital stems from a merger with Britannia Building Society in 2009 that has spewed losses, massive wasted investment in IT and from not generating enough profit out of the better operations to meet regulators\' requirements for the capital it needs as a buffer against potential future losses. If the rescue happens, the remaining 70% of Coop Bank will henceforth be held by hedge funds and other investors. Their £942m of loans to the group - or more precisely, their holdings of bonds classified as ""lower tier 2 capital"" under the Basel classification (stay with me!) are being converted into shares. And they are also putting £125m of cash into the bank. Oh my goodness, hedge funds in charge of the UK\'s most ethical bank! Whatever next? Well the hedgies - led by Aurelius,']",0.21487603305785125,0.06666666666666667,0.12396694214876033,0.12396694214876033,24.693162203976634
24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","['The October event will include the UK premiere of crime drama Black Mass, starring Johnny Depp and Cumberbatch. The Lady in the Van, starring Dame Maggie as an elderly woman who lives on writer Alan Bennett\'s driveway, will have its European premiere in London. Bryan Cranston and Dame Helen Mirren\'s film Trumbo will have a gala screening. Trumbo, which also stars Diane Lane, Elle Fanning and John Goodman, tells the story of Dalton Trumbo\'s Hollywood screenwriter who was blacklisted after refusing to testify before the House Committee on Un-American Activities in 1947. Ben Wheatley\'s High-Rise, starring Tom Hiddleston, will also have a screening. Unveiling the full line-up on Tuesday, festival director Clare Stewart declared it ""the year of the strong woman"". As previously announced, the festival will open with Suffragette, starring Carey Mulligan, Helena Bonham Carter and Meryl Streep. It will close with Danny Boyle\'s Steve Jobs biopic, starring Michael Fassbender and Kate Winslet. Also on the bill is The Program, Stephen Frears\' film about disgraced cyclist Lance Armstrong, featuring Ben Foster, and sci-fi romantic thriller The Lobster, starring Colin Farrell']",0.1574074074074074,0.04672897196261682,0.11111111111111112,0.11111111111111112,22.88320373403757
25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['By Andrew PickenBBC Scotland News New figures from the administrators of the yard show £49.7m is owed to the Scottish government - nearly £5m more than previously revealed. A total of £426,000 is also owed to HMRC. The Scottish government said it provided two commercial loans totalling £45m to Ferguson Marine, on which interest applies. The new figures also reveal that two partially-built CalMac ships at the centre of the firm\'s collapse have been valued at £48.3m. That is nearly half the value of the £97m deal agreed to build the ships. BBC Scotland understands that a number of bids have been received for the yard with an update from the administrator Deloitte expected within the next week. Ferguson went into administration following a dispute with Caledonian Maritime Assets Ltd - which buys and leases CalMac vessels on behalf of the Scottish Government - over the construction of two new ferries. The shipyard is operating under a management agreement with administrators, which will see the Scottishgovernment buy Ferguson if no private buyer comes forward. A ""statement of affairs"" produced by Deloite shows the estimated total assets available for Ferguson Marine is £97.7 m, including a £48,3m estimated value']",0.11764705882352942,0.03652968036529681,0.10859728506787329,0.10859728506787329,16.81482915839701
26,"['Aboriginal Australian actor ""Uncle"" Jack Charles says he has been refused taxi rides two times in three days.']","['By Ashley DonnellyBBC News, Sydney Mr Charles\' manager, Patrice Capogreco, said the actor may take legal action against the drivers and taxi company. The first incident occurred on Wednesday night after a Melbourne event where Mr Charles was declared Victorian Senior Australian of the Year. When Mr Charles tried to get in a taxi the driver allegedly demanded upfront payment because ""he might not pay"". The second incident occurred at Melbourne airport at 15:00 local time Friday (04:00 GMT). Mr Charles had been attempting to get inside a taxi when it suddenly drove away. ""He\'s a strong, resilient man and it takes a lot to affect him, but enough is enough,"" she said. The Victorian taxi regulator said it was investigating the case as a matter of priority. ""This type of behaviour is unacceptable and illegal. [We] deplore discrimination and racism of any kind,"" the Taxi Services Commission said in a statement. It said taxi fares must be prepaid for all trips between 22:00 and 05:00. However, Mr Charles has said Wednesday\'s incident had occurred at around 21:30. In an interview before the second incident, MrCharles told the BBC it was common for Indigenous Australians to be refused a taxi. He said some Aboriginal Australians']",0.08695652173913045,0.0,0.052173913043478265,0.052173913043478265,17.9484566853216
27,"[""A photograph of a man sleeping in a McDonald's in Fayette County, Georgia, has gone viral - but perhaps not for the intended reason.""]","['By George PierpointBBC News The photograph was shared on a local Facebook group, with a caption stating it was ""just another reason... to leave Fayetteville"", along with an angry emoji. However, after it transpired the man was homeless and resting between working two shifts at the fast-food restaurant, the local community decided to offer support, rather than ridicule him. Local reporter Matt Johnson managed to track down the man, Simon Childs, who explained his mother had died recently and he had fallen on hard times. The 21-year-old added that he was raising his young son and trying to provide for his family. ""It kind of hurt to see my picture up there,"" he told WSB-TV. ""I thought it was something negative and nobody would care about it."" Mr Childs\' situation spurred his local community to respond with kindness, by donating nappies and clothes for his son. \'I didn\'t think the community would even care enough to do that, but they care,"" he said. Two chefs from a nearby restaurant offered to loan Mr Childers a car. And a local barber gave him a free haircut in preparation for attending job interviews, Mr Childings told the local news station he had received job offers as a']",0.09401709401709402,0.0,0.059829059829059825,0.059829059829059825,16.7034112072735
28,"['Taxes must increase or services be cut to compensate for the loss of fuel tax income thanks to the advent of electric cars, the Treasury has admitted.']","['By Roger HarrabinBBC environment analyst Officials have been long concerned about the future loss of more than £30bn in revenue from drivers. In a new review the Treasury has acknowledged the problem in a way that will spark a debate about how driving should be taxed in the future. One idea would be to charge motorists for every mile they drive. But the AA says such road pricing will be tough to sell politically. Instead, the motoring organisation is proposing a system of ""Road Miles"" in which motorists are allowed to drive free of charge for 3,000 miles (4,000 in rural areas) before they start paying. The Treasury review offers another striking conclusion from a government department traditionally worried about harm to the economy from cleaning up the UK\'s emissions. The latest message is the opposite - that tackling climate change might even benefit the economy by giving the UK a lead in clean technologies. It says: ""Overall, in the context of the rest of the world decarbonising, the net impact of the transition on growth to 2050 is likely to be small compared to total growth over that period. ""It could be slightly positive or slightly negative."" The document continues: ""Climate change is an existential threat to humanity. Without global action to limit greenhouse gas emissions,']",0.10569105691056911,0.03278688524590164,0.07317073170731707,0.07317073170731707,18.41529747897022
