articles,refs,candidate,rouge1,rouge2,rogueL,rogueLs,chrf
"The October event will include the UK premiere of crime drama Black Mass, starring Johnny Depp and Cumberbatch. The Lady in the Van, starring Dame Maggie as an elderly woman who lives on writer Alan Bennett's driveway, will have its European premiere in London. Bryan Cranston and Dame Helen Mirren's film Trumbo will have a gala screening. Trumbo, which also stars Diane Lane, Elle Fanning and John Goodman, tells the story of Dalton Trumbo, the Hollywood screenwriter who was blacklisted after refusing to testify before the House Committee on Un-American Activities in 1947. Ben Wheatley's High-Rise, starring Tom Hiddleston, will also have a gala screening. Unveiling the full line-up on Tuesday, festival director Clare Stewart declared it ""the year of the strong woman"". As previously announced, the festival will open with Suffragette, starring Carey Mulligan, Helena Bonham Carter and Meryl Streep. It will close with Danny Boyle's Steve Jobs biopic, starring Michael Fassbender and Kate Winslet. Also on the bill is The Program, Stephen Frears' film about disgraced cyclist Lance Armstrong, featuring Ben Foster, and sci-fi romantic thriller The Lobster, starring Colin Farrell and Rachel Weisz. Netflix's Beasts of No Nation, starring Idris Elba as an African warlord, is among the films in official competition. The film has already made headlines by becoming the first Netflix production to compete at this week's Venice Film Festival. It will be available to stream on the video-on-demand service in October on the same day is released in cinemas. The full official London Film Festival competition line-up is: The festival runs from 7 to 18 October.","[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]",['The London Film Festival has announced its official competition line-up.'],0.21621621621621623,0.11428571428571428,0.21621621621621623,0.21621621621621623,22.087270256590624
"By Andrew PickenBBC Scotland News New figures from the administrator of the yard show £49.7m is owed to the Scottish government - nearly £5m more than previously revealed. A total of £426,000 is also owed to HMRC. The Scottish government said it provided two commercial loans totalling £45m to Ferguson Marine, on which interest applies. The new figures also reveal that two partially-built CalMac ships at the centre of the firm's collapse have been valued at £48.3m. That is nearly half the value of the £97m deal agreed to build the ships. BBC Scotland understands that a number of bids have been received for the yard with an update from the administrator Deloitte expected within the next week. Ferguson went into administration following a dispute with Caledonian Maritime Assets Ltd - which buys and leases CalMac ships on behalf of the Scottish government - over the construction of two new ferries. The shipyard is operating under a management agreement with administrators, which will see the Scottish government buy Ferguson if no private buyer comes forward. A ""statement of affairs"" produced by Deloitte shows the estimated total assets available for Ferguson Marine is £97.7m, including a £48.3m estimated value for the partially built two CalMac vessels. Ferguson Marine went bust owning more than £73m. Further details from the document show that: 'Catastrophically wrong' Jamie Greene, Scottish Conservative transport spokesman, said report outlined ""just how desperate the finances of the yard are"". ""A full parliamentary inquiry is essential to get to the bottom of why the SNP let things go so catastrophically wrong at Ferguson Marine and come clean over the role they played in its demise,"" he added. A number of potential private buyers have expressed an interest in the Ferguson shipyard and Deloitte has now received bids for the yard, but has not said how many. The monthly wage bill for workers at the yard is being met from Scottish government funds and a new board has been put in place to come up with a plan to finish the delayed CalMac ferries. Economy Secretary Derek Mackay has said details of a ""robust delivery schedule"" for the vessels must be announced by the end of October. ""At all points the Scottish government has acted to ensure the completion of the ferry contracts, the protection of jobs and a future for the Ferguson ship yard and that remains our priority,"" a government spokeswoman said. ""The Scottish government provided two commercial loans totalling £45 million to FMEL on which interest applies."" A spokesman for Deloitte said: ""We received a number of offers which we are currently working through and discussions with interested parties, in respect of their bids, are ongoing.""",['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],['The finances of a Scottish shipyard that went into administration after its collapse have been revealed.'],0.22857142857142856,0.0,0.17142857142857143,0.17142857142857143,24.166778622652185
"By Ashley DonnellyBBC News, Sydney Mr Charles' manager, Patrice Capogreco, said the actor may take legal action against the drivers and taxi company. The first incident occurred on Wednesday night after a Melbourne event where Mr Charles was declared Victorian Senior Australian of the Year. When Mr Charles tried to get in a taxi the driver allegedly demanded upfront payment because ""he might not pay"". The second incident occurred at Melbourne airport at 15:00 local time Friday (04:00 GMT). Mr Charles was attempting to get inside a taxi when it suddenly drove away, Ms Capogreco told the BBC. ""He's a strong, resilient man and it takes a lot to affect him, but enough is enough,"" she said. The Victorian taxi regulator said it was investigating the case as a matter of priority. ""This type of behaviour is unacceptable and illegal. [We] deplore discrimination and racism of any kind,"" the Taxi Services Commission said in a statement. It said taxi fares must be prepaid for all trips between 22:00 and 05:00. However, Mr Charles had said Wednesday's incident had occurred at around 21:00. In an interview before the second incident, Mr Charles told the BBC it was common for Indigenous Australians to be refused a taxi. He said some Aboriginal Australians were forced to ask strangers to flag taxis down on their behalf. ""We're so used to it ... being abused by this behaviour,"" Mr Charles said. ""White Australia has to get used to the term racial vilification."" The actor had a cameo role in the Warner Brothers Peter Pan sequel film Pan this year. He is best known for his work on Australian films, including Tom White and The Chant of Jimmy Blacksmith. Mr Charles is also well known as an Aboriginal elder and role model. Musician Geoffrey Gurrumul Yunupingu was involved in a similar incident in 2012.","['Aboriginal Australian actor ""Uncle"" Jack Charles says he has been refused taxi rides two times in three days.']",['Australian actor David Charles has said he has been threatened with legal action after two taxi drivers refused him a ride.'],0.4615384615384615,0.16216216216216214,0.358974358974359,0.358974358974359,44.85824872269493
"By George PierpointBBC News The photograph was shared on a local Facebook group, with a caption stating it was ""just another reason... to leave Fayetteville"", along with an angry emoji. However, after it transpired the man was homeless and resting between working two shifts at the fast-food restaurant, the local community decided to offer support, rather than ridicule him. Local reporter Matt Johnson managed to track down the man, Simon Childs, who explained his mother had died recently and he had fallen on hard times. The 21-year-old added that he was raising his young son and trying to provide for his family. ""It kind of hurt to see my picture up there,"" he told WSB-TV. ""I thought it was something negative and nobody would care about it."" Mr Childs' situation spurred his local community to respond with kindness, by donating nappies and clothes for his son. ""I didn't think the community would even care enough to do that, but they care,"" he said. Two chefs from a nearby restaurant offered to loan Mr Childs a car. And a local barber gave him a free haircut in preparation for attending job interviews, Mr Childs told the local news station he had received job offers as a result of the Facebook post and was excited about finding a permanent home for him and his son. Many took to social media to criticise the woman's decision to shame Mr Childs on Facebook. ""It's not cool to shame someone,"" one person wrote. While others said the woman's plan to criticise Mr Childs had ""backfired"". The woman who shared the photo on Facebook told WSB-TV off-camera she had not intended to shame Mr Childs. Others sympathised with the difficulties faced by Mr Childs. One Twitter user wrote that they ""know how it feels to lose a mother and still [have to] deal with the rest of life"". ""You simply don't bring a person down when they are already down,"" they added. Mr Childs' experience is an example of ""stranger-shaming"", which involves posting photos or videos on social media to highlight a behaviour that one finds distasteful. Manspreading, students sleeping at the library, men wearing red trousers and napping commuters have all been the target of ridicule and undercover photography. Many photographs are shared in private groups specifically set up to criticise a particular behaviour. For example, one Facebook page dedicated to sharing examples of aeroplane passengers acting inappropriately has more than 516,000 ""likes"".","[""A photograph of a man sleeping in a McDonald's in Fayette County, Georgia, has gone viral - but perhaps not for the intended reason.""]","['A man who posted a picture of himself naked in front of a restaurant has been called ""stranger-shaming"".']",0.32558139534883723,0.0975609756097561,0.23255813953488372,0.23255813953488372,17.905867819892844
"By Roger HarrabinBBC environment analyst Officials have been long concerned about the future loss of more than £30bn in revenue from drivers. In a new review the Treasury has acknowledged the problem in a way that will spark a debate about how driving should be taxed in the future. One idea would be to charge motorists for every mile they drive. But the AA says such road pricing will be tough to sell politically. Instead, the motoring organisation is proposing a system of ""Road Miles"" in which motorists are allowed to drive free of charge for 3,000 miles (4,000 in rural areas) before they start paying. The Treasury review offers another striking conclusion from a government department traditionally worried about harm to the economy from cleaning up the UK's emissions. The latest message is the opposite - that tackling climate change might even benefit the economy by giving the UK a lead in clean technologies. It says: ""Overall, in the context of the rest of the world decarbonising, the net impact of the transition on growth to 2050 is likely to be small compared to total growth over that period. ""It could be slightly positive or slightly negative."" The document continues: ""Climate change is an existential threat to humanity. Without global action to limit greenhouse gas emissions, the climate will change catastrophically with almost unimaginable consequences for societies across the world."" Environmentalists welcome what they say is a dramatic change in tone from the Treasury, Doug Parr from Greenpeace told BBC News: ""Finally the Treasury has admitted that tackling climate change could actually be good for the economy. ""For years it's been a total drag on climate policies - it used to get in the way of any good proposals."" He said the Treasury should save money by scrapping the £27bn roads programme and the £100bn HS2 rail line - both of which will increase carbon emissions. Nick Mabey from the think tank e3g told BBC News the document raised false fears that the UK would lose industries to nations with dirty economies if the UK decarbonised. He said: ""This report shows the Treasury still has a lot of homework to do to understand the full implications of the clean energy revolution for Britain. ""The report talks about the opportunities of moving to net zero but still underplays the benefits of cleaner air and healthier cities. ""[The Treasury has] still not grasped that British industry is not at risk from dirty imports but from industries powered by cheap solar power in Tunisia, the Gulf and Australia."" ""The obvious implication of this report is that the UK can afford to move faster to reduce climate risks."" But both men praised the Treasury for accepting that the big challenge for climate policy will be fairness, not technology. Its document - an interim review - said poorer people must be protected from the changes in employment and taxation, or the government would lose support for cleaning up emissions. This message was strongly advocated by the Citizens Assembly devised to gauge the opinions of the public on climate policy.","['Taxes must increase or services be cut to compensate for the loss of fuel tax income thanks to the advent of electric cars, the Treasury has admitted.']","['The government has admitted that tackling climate change is a ""total drag"" on the economy.']",0.19047619047619047,0.05,0.14285714285714285,0.14285714285714285,20.44156934295705
"Organisers of the event at Henham Park, Suffolk, said performances were paused on the Obelisk Arena Stage, the BBC Sounds Stage and the Lake stage, as a precaution. They were waiting for ""inclement weather to pass"" they said on Twitter. ""Lightning is the concern, not rain"" it said after people complained of delays. ""We are currently still awaiting any lightning around the festival to pass before we can safely resume performances. ""Thank you for your patience during this time"" it said. The power was back on by about 14:50 BST. Some festival goers on Twitter were unhappy. One said ""Sitting under clear skies. This is a joke"". Another and said: ""How can a festival shut down for half an hour over less than 5 mins rain?"" ""This is currently a music festival with no music"" said another. The event is now back up and running but Futureheads were unable to finish their set at the Obelisk Arena. ""All other set times on BBC Sound Stage will start a few minutes later than scheduled"", organisers said. The festival started on Thursday and runs until Sunday and attracts about 40,000 people. Acts on the bill include George Ezra, Stereophonics and Lana Del Rey and comedians Frank Skinner and Marcus Brigstocke.",['Performances at the Latitude Festival were suspended for about an hour after lightning and heavy rain caused the power to be turned off.'],['Futureheads have resumed their set at a music festival after lightning struck the venue.'],0.27027027027027023,0.05714285714285715,0.27027027027027023,0.27027027027027023,29.123184704673676
"Enthusiasts recreated the original opening of the waterway in 1812 at Pontymoile Basin with church bells sounding along the route. The 49-mile, canal built to transport coal and iron, winds its way south from Brecon to Cwmbran, Newport and Cwmcarn. Today it is popular with tourists on canal boat holidays. At midday a bell was rung at Pontymoile Basin sparking a peal of church bells in both directions along the route with almost 30 churches taking part. Richard Dommett, regeneration manager for the Monmouthshire, Brecon and Abergavenny Canals Trust, said the canal was flourishing. ""The top half of the canal from Brecon to Cwmbran is open for navigation,"" he told BBC Radio Wales. ""There are a lot of canal companies that hire weekly holiday trips for visitors. ""There are also a number of day boat hires, particularly at Brecon."" The canal is credited with kick-starting the Industrial Revolution in towns near its route. Schoolchildren also performed at the anniversary celebrations. Project Co-ordinator David Morgan said: ""It is fantastic to see such great community engagement and involvement to help mark this historic occasion,"" David said.",['Celebrations have been held to mark the 200th anniversary of the opening of the Monmouthshire and Brecon Canals.'],"['Celebrating the 50th anniversary of the opening of the Monmouthshire, Brecon and Abergavenny Canal, thousands of people lined the streets of Carmarthenshire to mark the occasion.']",0.5454545454545455,0.38095238095238104,0.40909090909090906,0.40909090909090906,63.97276449084421
"By Roger HarrabinEnvironment analyst After conducting technical studies, the energy department proposed a subsidy cut of 10% for power from onshore wind. But the chancellor is under pressure from back-benchers to scrap subsidies, and is said to favour a 25% cut. The industry body, Renewable UK, says it may take legal action if the government makes a decision that overrides its own technical evidence. ""It's really important this process is seen to be evidence-based and rational,"" said Gordon Edge of Renewable UK. ""The government took technical guidance on this issue. If at this point the government says we are going to do less for onshore wind than it proposed that will be seen as nakedly political."" Mr Edge told BBC News he believed that the industry might have a case for judicial review if the cut exceeded 10%. The government has previously lost in the courts over policies on solar and nuclear. Visual impacts It is politics that is delaying the announcement of subsidies for 2013-2017. In Ayrshire, for instance, the wind energy body, Renewable UK, held an open briefing session last week about the benefits of community wind farms. The majority present appeared to favour windpower and the subsidies that underpin it, but a few were furious about the impact on the countryside. One local, Aileen Jackson, told me she was disturbed by wind from a turbine near her home: ""The subsidies need to be cut at least 50% to stop the wind farms taking over our landscape and making residents lives a misery."" That is the sort of anger which drove more than 100 backbench Tories to write to the chancellor demanding radical cuts in the subsidies to onshore wind that get paid through people's power bills. The protest was led by Chris Heaton-Harris, MP for Daventry, who told BBC News: ""I think subsidies should be drastically cut. The rumours of a 25% cut and zero subsidy by 2020 would be a good starting point."" Conservatives do not speak with one voice, though. The chair of the Commons Energy and Climate Change Committee (ECCC), Tim Yeo, warned that cutting subsidies too fast would actually increase bills. ""We know there's a great political controversy surrounding onshore wind, particularly within the Conservative Party. I think some people don't appreciate that amongst the low carbon renewables, onshore wind offers better value than many alternatives. Reducing onshore wind would mean putting up bills for consumers,"" he said. Steady gains All parts of government want to see renewables stand on their own feet without subsidy - the question is how fast it can be achieved. The Department of Energy and Climate Change (DECC) arrived at its 10% cut proposal after commissioning reports from Poyry and Arup, and hearing evidence from academics and the wind industry. Experts I have consulted broadly agree that the subsidy can be cut - but not by as much as 25%. So, how much leeway does the government have? How far can wind farms improve, and how much will costs come down? Colin Morgan from the leading technical consultancy Garrad Hassan told BBC News that the modern wind turbine was a better neighbour than its predecessor - quieter and turning slower. A modern wind farm used 2,000-3,000kW turbines compared with the 300kW turbines of 1990. Some old wind farms have recently been re-powered to achieve dramatically improved output from higher hub heights, more efficient structural design, improved layout and other turbine refinements. ""There's still steady progress being made on the technical efficiency of turbines, through incremental developments as well some new technologies coming into play - like converter technology and permanent magnet generators. ""We are probably talking about future potential for a few percent of improvement in annual energy output. To improve that dramatically would require the breaking of some laws of physics."" He said research into reducing wake losses (caused by wind turbines operating in the wake of others) might also yield significant improvements. But he warned that a cut of 25% in subsidy would risk ""bringing the industry to a grinding halt"". 'Local power' Prof David Infield from Strathclyde University told BBC News that the efficiency of wind turbines had almost doubled since early models but that technical efficiency was reaching a plateau. He said the cost of manufacturing wind farms could be expected to fall slowly as the industry expanded. But he said a 10% subsidy cut was about right for now. ""Developers are being squeezed by rising materials costs and capital costs. I don't believe that profits for developers are excessive - but investors' profits are often excessive. If the government continues to mess around with subsidy levels that will increase uncertainty and give another excuse for developers to put up the cost of capital."" Energy consultant Nigel Cornwall said the issue of subsidies was complicated, as developers received the same subsidy for a very windy site as for a less windy site. He added: ""That means the single band of support is very generous for some developers but not enough for others. ""All this talk of cutting subsidies at the last minute is political rubbish. If the government cuts too much, a lot of less well-positioned sites with lower wind speed but close to population centres won't get developed. That makes no sense. There should be a premium on local power - we shouldn't be driving all the wind power to the edges of Britain where there are poor transmission lines and no-one lives."" Rod Wood, managing director of Community Wind, which is using new efficient Siemens gearless turbines at its site in Daly, Ayrshire, told BBC News: ""We can tolerate a cut of 10% in subsidy. But 25% - forget it. It would kill the industry stone dead."" Policy targets The subsidies debate is part of a broader battle over energy policy between government and backbenchers and between DECC and the treasury. The UK is struggling to meet two legally binding environmental energy targets: to cut CO2 80% by 2050, and to get 15% of energy from renewables by 2020. Both will require investment estimated at £8bn a year by 2020. Current investment is funded by a levy on energy bills, but the levy has been capped by the chancellor to 2015 and the cap to 2020 has not been fixed, adding to the confusion amongst investors over future policy. MPs on the ECCC wanted to ask treasury ministers if the cap would over-ride the energy and CO2 targets, but ministers refused to give evidence, saying that it would be improper to comment on another department's affairs. Tim Yeo said: ""This is disingenuous. We are supposed to be conducting pre-legislative scrutiny of the bill, but we can't do that if the treasury's influence can't be scrutinised."" The Energy Secretary Ed Davey told the MPs that laws on energy and climate would be met. Next week experts at the International Energy Agency will urge governments to keep up subsidies to renewables to keep production rising and the price falling in the long term.",['Wind power firms warn they may take the government to court if they get caught in a political row over subsidies.'],"[""The government's decision to cut subsidies for onshore wind could be seen as nakedly political, according to an industry body.""]",0.2857142857142857,0.05000000000000001,0.19047619047619047,0.19047619047619047,34.67254633847837
"Former Labour parliamentary candidate Corrie Drew said he was homophobic and ""an enthusiastic supporter of Hitler"". The website Topple the Racists said he committed ""atrocities against the Zulus in his military career"". However, some historians have argued the allegations are either unfair or entirely unfounded. 'Nazi sympathies' In 2010, declassified MI5 files revealed that Baden-Powell held talks in 1937 with the head of the Hitler Youth movement and was invited to meet Adolf Hitler himself. Lord Baden-Powell's biographer Tim Jeal said any admiration for the Nazi leader was confined to their shared ideas about boys' education. The author said a diary entry in which Baden-Powell described Hitler's autobiographical manifesto Mein Kampf as a ""wonderful book"" had been misinterpreted. Mr Jeal said: ""It was all to do with the outward bound life - it was only these references to character-training that he found appealing, not Hitler's hatred of Jews. ""Baden-Powell condemned Hitler for being a megalomaniac and for mounting what he called 'huge pageants for hypnotising his people'. ""He hated totalitarianism, twice hoped that he would be able to marry Jewish women and chose a Jewish doctor."" Historian Dr Andrew Norman said the Nazis vowed to execute Baden-Powell in the event of a successful invasion of Britain. He said: ""He wanted to introduce the Scout movement into Germany to foster friendship between the two countries. ""His efforts were in vain, and for his pains he was put on a Nazi death list because the Germans suspected he was using scouts as spies."" 'War atrocities' Baden-Powell's exploits as an army officer in South Africa involved several controversial incidents. His early military career was clouded by an operation to track down Zulu rebels in 1888, which led to at least three deaths. Mr Jeal said: ""He lost control of his men who may well have committed murder. ""Even if he had given orders to spare the rebels' lives, it's incredibly unlikely that his Zulu mercenaries would have obeyed. ""A lot of trouble stemmed from this and he was lucky not to lose his career."" Baden-Powell was later accused of executing an African chief in 1897 who had been promised his safety in return for surrendering. Mr Jeal said: ""This is probably the most damaging charge made against Baden-Powell. ""White settlers were being murdered in a remote part of Matabeleland. Baden-Powell had orders to capture the chief, Uwini, thought to be responsible and suppress his rebellion. ""Because the chief was wounded during capture and Baden-Powell doubted he would survive a long journey to the Cape to face a civil court, he court-martialled him on the spot. ""The verdict was death, so he was shot. Baden-Powell had exceeded his orders."" At the turn of the century, Baden-Powell was acclaimed a hero for his defence of the South African town of Mafeking during the Second Boer War. His biographer said: ""The worst that is normally said about him is that he starved 2,000 black Africans in Mafeking and stole their food to feed the white population. ""This is an absolute lie. He opened soup kitchens and shot all of his cavalry horses so that he could feed them."" 'Romantic homosexual' Baden-Powell spoke of the dangers of being ""sentimental"" about boys. But Dr Norman said the Scouts founder was ""confused about his own sexuality"" and sometimes slept on a balcony to be away from his wife. Mr Jeal said: ""He was gay and repressed it. Men were beautiful to him but he was a romantic, not a practising, homosexual. ""If a scoutmaster was said to have either had a liaison with another master or was 'sentimental' about boys, he would remove them quietly, rather than call in the police. ""Everything he wrote about the attractiveness of men was in favour of a gay cause.""",['A council has said it may temporarily remove a statue of Robert Baden-Powell from public view after critics accused the Scout movement founder of racism.'],"['A former British army officer has said he was ""an enthusiastic supporter of Adolf Hitler"".']",0.1951219512195122,0.05128205128205128,0.1951219512195122,0.1951219512195122,18.998554960777277
"By Sean CoughlanBBC News education correspondent The average fee level for 2014-15 will rise by about £150 to about £8,650. But the total amount to be spent on supporting poorer students will also rise to £708m, up from £672m. Offa director Les Ebdon said universities were spending ""increasingly smartly"". The fair access watchdog is publishing details of the fees that universities and colleges will charge in 2014-15 and how much they will spend on recruiting and retaining poorer students. Outreach work Before universities are allowed to charge fees above £6,000 per year, they have to sign an ""access agreement"" with Offa. These agreements show that 72% of universities are planning to charge the maximum £9,000 fee for some or all courses, compared with 62% the previous year. Offa's report says that 26% of this higher fee income will be spent on protecting fair access to university. This proportion of income is similar to the previous year, but the access watchdog argues that universities are becoming more effective in how they deploy their budgets for supporting poorer students. More money will be spent on outreach projects, where universities build links with schools and young people to encourage them to think about applying to university. This can include summer schools and visits to universities. ""Outreach work is key to addressing the unacceptably large participation gap that remains at the universities with the highest entry requirements, so I welcome the greater focus in this area,"" said Prof Ebdon. He said that universities were being more strategic in their spending and using ""evidence and evaluation"" to see what works in reaching ""students from under-represented backgrounds"". ""Expenditure on outreach and student support by universities in England has continued to rise and, crucially, is being invested in a focused and targeted way,"" said Nicola Dandridge, chief executive of Universities UK. ""These agreements demonstrate how universities remain committed to widening access and supporting student success."" But the National Union of Students highlighted that last month's spending review marked the end of the National Scholarship Programme as funding for undergraduates. The £150m scholarship fund for poorer students is to be cut to £50m and targeted at postgraduates. ""Money worries lead many students to consider dropping out of university and even the small payments from the National Scholarship Programme could be the difference between gaining a life changing qualification and leaving with nothing,"" said NUS vice president, Rachel Wenstone. Business Secretary Vince Cable said: ""The government is determined to encourage anyone with the ambition and ability to go to university, irrespective of their background. ""We now have the highest proportion ever of young people from disadvantaged backgrounds applying to university.""","['Almost three-quarters of universities in England are planning to charge the maximum £9,000 tuition fee for some or all of their courses, according to Office for Fair Access (Offa) figures.']","['Higher fees for poorer students are to rise in England, according to the Office for National Statistics (ONS).']",0.39999999999999997,0.125,0.24000000000000005,0.24000000000000005,26.558731283674536
"Dr Akong Rinpoche set up the Samye Ling Tibetan centre in Dumfries and Galloway in 1967. A statement from police in the Chinese city of Chengdu on Tuesday said Dr Rinpoche, his nephew and his driver had been killed in a residential area. Dumfriesshire MSP Elaine Murray said he had been an influential figure in southern Scotland and beyond. ""His founding of the Samye Ling Tibetan centre had a major impact not just on our region but on Britain as a whole,"" she said. ""Although he is no longer with us, Dr Rinpoche's legacy in our area will endure. ""My thoughts are with his family and friends at this sad time."" A statement from Chinese police said three suspects - all of whom were Tibetan - had stabbed the men to death in a dispute about money. It said they had confessed to the crime and the case was still under investigation.","['An MSP has voiced her ""deep sadness"" over the killing of the founder of the first Buddhist monastery in the UK.']",['Three men have been stabbed to death in China after a dispute over money.'],0.11428571428571427,0.0,0.057142857142857134,0.057142857142857134,15.209124796467716
"It has acquired 187 patents and 36 applications, adding to the 1,000 it purchased from IBM last summer. The latest patents include a system for ""using semantic networks to develop a social network"". Google has spent billions building its technology rights portfolio, including a $12.5bn (£7.7bn) deal for Motorola Mobility. The California-based company has been actively bolstering its patent catalogue in the face of lawsuits from key competitors such as Apple and Microsoft. Among the patents acquired in this latest deal isUS Patent 7,865,592which relates specifically to social networking sites, allowing ""identifying common interests between users of a communication network"". Vicki Salmon, the chair of the litigation committee of the UK Chartered Institute of Patent Attorneys, believed this might be a nod that Google was moving from protecting existing technology and beginning to plan for the future. ""When you start you have to play catch-up,"" she told the BBC. ""When you've finished playing catch-up and you've got yourself in a stronger position, you then can begin to look forward."" Other patents included a method forusing web-based applications across additional devices, and an intriguingly titledcomputer phone. Neither Google nor IBM would comment on the deal when approached by the BBC. 'Get real' Last year, Google accused its competitors of buying up what it called ""bogus patents"" in order to slow the development of its Android operating system. However, the company now appears to have succumbed to the same approach as it adds the IBM patents to a portfolio that also includestechnology for driverless cars. ""Although you can object to a lot of cost of inconvenience by virtue of people enforcing their patents, the patent system still exists,"" Piers Strickland, a lawyer specialising in mobile telephone patent litigation, told the BBC ""In order to engage with that you've either got to take licences from from people's patents, and/or aggressively increase your bartering position by buying patents. ""I think they've realised that they just had to get real, and understand that you can't just ignore the system."" Google's agreement to buy Motorola Mobility,announced in August last year, includes 24,500 patents, many of which could be used to defend the use of features on its Android mobile operating system. The purchase is currently beingreviewed by competition regulators. 'Turf war' Google's Motorola move came off the back oflosing out on buying the 6,000-strong patent portfolioof bankrupt telecoms firm Nortel. It was outbid by a consortium of companies including Apple, Microsoft and Blackberry manufacturer Research in Motion. ""The reality is that you've got a fairly vicious turf war going on between the different operating systems,"" explained Ms Salmon. ""People want to be in there, and they want their platform established and people to be using them."" Google is just one of many technology companies involved in patent lawsuits which seek to slow down competition or strike lucrative licensing fee settlements. On Wednesday, US mobile operator AT&T was forced to pay Tivo - the digital video recorder specialist - $215m plus additional undisclosed monthly licensing fees. The fee will vary depending on AT&T meeting growth targets for digital video recording customers until 2018. ""No matter which projections you take, they all involve AT&T paying us significantly higher revenue than $215m,"" Tivo chief executive Tim Rogers said.",['Google has gained hundreds of patents from IBM as it continues its intellectual property spending spree.'],"[""Google has filed a new patent infringement lawsuit against its rivals in the US, marking the biggest acquisition in the company's history.""]",0.15384615384615383,0.05405405405405406,0.15384615384615383,0.15384615384615383,28.513183293884104
"The extent of the problem was highlighted after a man's Twitter thread documenting the theft of a co-worker's shrimp fried rice was liked more than 400,000 times. Los Angeles-based Zak Toscani said his colleague was able to trace the person responsible by watching CCTV footage. The plot thickened when it was revealed a colleague had binned the fried rice. The offender was out of the office at the time of the revelation, according to Mr Toscani, but arrived back at work shortly after an email had been sent to all staff warning them not to steal lunches. After reading the email from HR, the ""thief"" expressed shock. Mr Toscani ended the thread by saying that although the staff knew who was to blame for the disappearing shrimp fried rice, they ""may never know why she did it"" - but some Twitter users had their theories. You may also like Nic Stransky assumed the colleague thought she was ""being helpful"". While James Mullarky believed the culprit may have been getting her own back on inconsiderate consumers of pungent foods. Despite the unclear motive, the tale encouraged many people to share their similar experiences of workplace food theft, and according to J-Swizzle on Twitter, an incident he witnessed led to marriage. Although Nicole File may have been frustrated at her food being eaten, she couldn't fault the thief's cleaning skills. But Heradasha's boss took office food-binning to a new level. While the shrimp fried rice saga may have ended, one thing it has taught us is that food thieves live and work among us. Always put a label on it. By UGC and Social News team",['Lunchtime can be the highlight of any working day - until you open the fridge door to find your lunch has vanished.'],['The scale of workplace food theft has grown as more and more people have complained about it.'],0.15789473684210528,0.0,0.15789473684210528,0.15789473684210528,17.008906368814987
"Solicitors ask local authorities to carry out the searches on issues including planning and traffic. Telor Dyer, a residential conveyancer in Carmarthenshire, said waiting times in some parts of Wales had doubled to 30 working days. Pembrokeshire council said it had a backlog after the lockdown in March. The Conveyancing Association warned the backlog facing local authorities was ""becoming a significant issue"". Local authority searches show details about a property such as whether it is a listed building or in conservation area. These details can have an effect on future planning works to the property. Not a 'unique issue' Pembrokeshire council, one of the local authorities facing difficulties, said it would not be processing any new searches ""other than those deemed urgent"" due to its backlog. Issues, the council said, included the inability to access County Hall, where searches have to be checked against maps stored there, followed by the unprecedented demand in property sales since the lifting of restrictions. But a council spokesperson said this was ""not an issue unique to Pembrokeshire - many other local authorities are working to a 40-day turn around"". The spokesperson said their usual turnaround for searches was seven to 10 days, but due to the pressures on the service they have implemented an average 20-day turnaround to work through the backlog. ""The matter is being kept under constant review,"" they said. Residential conveyancer Mr Dyer, based in St Clears, said he had seen significant delays and that they were down to a property boom and staff shortages. ""Usually, we anticipate, searches would take 10 to 15 working days, but now it's taking 30 working days,"" he said. ""There's nothing we can do speed things up. We have had sellers pull out and there's nothing we can do about it."" Rebecca Goldsworthy, director and head of residential property in south east Wales for JCP Solicitors, said local searches were an important part of the buying process. ""There's nothing we can do about that other than advise our clients there is a bit of a wait. We are concerned another lockdown period will cause further delay,"" she said. ""A delay with searches will hold up the chains."" 'Relieve the pressure' Meanwhile, the Conveyancing Association has called on the government to extend the holiday on land transaction tax. The starting threshold for the tax has been increased from £180,000 to £250,000 for the main residential rates until 31 March 2021. Similar holidays have been introduced for property sales taxes in the rest of the UK. Operations director Lloyd Davies said its member firms, who undertake about 30% of all property transactions in England and Wales, were 130% to 150% over capacity at the moment. He said the holiday should be extended to at least 2022 to ""relieve the pressure"", or there would be a large number of transactions that do not meet the deadline. The Welsh Government said the temporary changes to land transaction tax were specific time-limited measures intended to support the housing market and broader economy in Wales during the remainder of this financial year but were kept under regular review.","['Some house sales are falling through because of delays to property searches during the Covid-19 pandemic, a solicitor has warned.']","['More than 40,000 property searches are being carried out in Wales due to a ""significant backlog"" of information about a property.']",0.2790697674418604,0.04878048780487805,0.1395348837209302,0.1395348837209302,28.884035194887336
