text,summary
"Mortimer said: ""I'm really proud that Jim and I have always written our own guff. It's great to have that recognised."" Cuba Gooding Jr, Louis Smith and Joan Collins will be handing out awards. It will also be revealed who has won the outstanding achievement award, voted for by fans. Alan Carr, Sarah Millican, Lee Mack, Graham Norton, Jack Whitehall and David Mitchell have all been nominated. Comedy pair Reeves and Mortimer have written and starred in several programmes together on TV since 1990, including The Smell of Reeves and Mortimer and quiz show Shooting Stars, which aired intermittently between 1993 and 2011. Reeves said on hearing the news: ""I am most cock-a-hoop over being awarded this most prestigious of trophies."" The ceremony will be broadcast on Channel 4 from 21:00 GMT.",Vic Reeves and Bob Mortimer will be awarded The Writer's Guild of Great Britain Award at The British Comedy Awards later.
"It happened while they were shooting a scene for Kramer vs Kramer - and Streep says she had no prior warning. Speaking to the New York Times, she also addressed claims she was ""deliberately silent"" over accusations made against Harvey Weinstein. ""I don't want to hear about the silence of me. I want to hear about the silence of Melania Trump,"" she said. Streep, being interviewed alongside Tom Hanks about their new film The Post, added: ""I want to hear from her. ""She has so much that's valuable to say. And so does Ivanka. I want her to speak now."" Referring to the 1979 scene with Hoffman, Streep said: ""This is tricky because when you're an actor, you're in a scene, you have to feel free. I'm sure that I have inadvertently hurt people in physical scenes. But there's a certain amount of forgiveness in that. ""But this was my first movie, and it was my first take in my first movie, and he just slapped me. And you see it in the movie. It was overstepping. ""But I think those things are being corrected in this moment. And they're not politically corrected; they're fixed. They will be fixed, because people won't accept it anymore. So that's a good thing."" Hoffman has previously said he was getting a divorce while shooting the film - about a divorce. ""I'm sure I was acting out on her [Streep] throughout the movie,"" he told the Huffington Post. ""Stuff that I was feeling toward the wife that I was divorcing in real life."" Hoffman has been accused of sexual misconduct by several women. He has apologised to the first to come forward, author Anna Graham Hunter, saying: ""I have the utmost respect for women and feel terrible that anything I might have done could have put her in an uncomfortable situation. I am sorry. It is not reflective of who I am."" 'Respect us as equals' Streep, who has starred in several Harvey Weinstein films, also referred to the scandal which has engulfed the film producer. Last month, she offered a robust defence to an accusation by actress Rose McGowan, who suggested Streep had been deliberately silent about Weinstein. McGowan has alleged that she was raped by Weinstein. Streep said in the New York Times interview: ""I really had to think (about the Weinstein allegations). Because it really underlined my own sense of cluelessness, and also how evil, deeply evil, and duplicitous, a person he [Weinstein] was, yet such a champion of really great work. ""You make movies. You think you know everything about everybody. So much gossip. You don't know anything. People are so inscrutable on a certain level."" She added: ""And it's a shock. Some of my favourite people have been brought down by this, and he's not one of them."" Weinstein has denied all allegations of non-consensual sex made against him. Streep said she had ""experienced things"" in the industry when she was younger - saying there was a lot of ""inexcusable"" behaviour at the time. ""I was really beaten up, but I don't want to ruin somebody's mature life,"" she said. ""I just don't. I do think if the world is going to go on, we have to find out a way to work together, and know that it's better for men if they respect us deeply as equals."" Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","Meryl Streep has said Dustin Hoffman ""overstepped"" the mark when he slapped her face on the set of her fifth film."
"They were number one two weeks ago, in a run of success for frontman Ryan Tedder, who wrote James Blunt's single Bonfire Heart, up two to number four. Tedder has also written hits for singers including Adele, Beyonce, Ellie Goulding and Leona Lewis. ""This is by far the coolest thing that's happened to us,"" he said. ""I've had a number of number ones with other artists, but never one with this band. This is the highlight of the year."" Lawson were straight in at number three with Juliet, followed by Blunt, while Eminem's Rap God debuted at number five. His eighth album, The Marshall Mathers LP2, is released next month. UK pop group Lawson have now achieved five top 10 hits since forming in 2009. In the album chart, John Newman's debut album Tribute beat big comebacks from Pearl Jam, Sir Paul McCartney and Cher. Newman, 23, from Settle in North Yorkshire, found fame with his guest vocals on Rudimental's number one Feel The Love last summer. Grunge group Pearl Jam made it to number two with Lightening Bolt - their highest chart placing in the UK since VS in 1993, which also made it to the same spot. Sir Paul, 71, was at three with his 16th solo album, New, while Cher, 67, was at four with Closer to the Truth, her highest-charting studio album since Love Hurts topped the charts 22 years ago. Britain's Got Talent finalists Jonathan And Charlotte were at number five with their second album Perhaps Love. Synthpop pioneer Gary Numan debuted at number 20 with his 20th studio album, Splinter.","US rockers OneRepublic have topped the singles chart again with Counting Stars, a week after being knocked from the top by Miley Cyrus's Wrecking Ball."
"The study, conducted by San Diego State University, looked at the top 250 films at the US box office in 2017. Overall, it found that women comprised just 18% of directors, writers, producers, executive producers, editors and cinematographers. That figure is barely higher than the 17% who held such roles 20 years ago, in 1998. The most successful film with a female director in 2017 was Patty Jenkins' Wonder Woman - the ninth top-grossing film of the year. Proportion of top 250 films with female directors The proportion of female directors rose by four percentage points in 2017 - up from 7% the previous year. It was the first time the figure had reached double figures since 2000, when it was also 11%. The study also found that 83% of the top 250 films films had no female writers. The issue of gender equality among directors has been a big talking point, and was addressed by actress Natalie Portman at Sunday night's Golden Globes. Introducing the best director category, she said: ""And here are the all-male nominees."" The nominations for next month's Bafta film awards were announced earlier this week - and, again, the best director category was exclusively male. Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","Only 11% of the highest-grossing movies in the US last year were directed by women, researchers have found."
"He was in charge when the programme dropped an investigation into disgraced TV presenter and DJ Jimmy Savile. Mr Rippon will help to build a public record of the corporation's television and radio journalism over 80 years. BBC Online and Future Media's chief operating officer Andy Conroy described the post as an ""exciting opportunity"". ""It is a significant challenge that requires an experienced leader and editor, and I'm delighted that Peter will be joining us to develop the BBC's Journal of Record,"" said Mr Conroy. BBC Online and the BBC News website launched in 1997, leaving a permanent public daily record of the news output. However, with more than 80 years of journalism, the aim is to make more of the BBC News archive available to the public. The process has begun in recent years with a permanent collection of Desert Island Discs and the archive collections for channels, such as BBC Four, made available to the public. The Journal of Record plans to publish a television and radio news bulletin from every day of the BBC's history, in the form of daily news broadcasts and scripts, together with the live coverage of key events. Movement Mr Rippon, who took the helm of Newsnight in 2008, takes up the new post in London on 25 February. After the publication of a blog post in October 2012 explaining his editorial decision to drop the Savile investigation was found to have factual errors, Mr Rippon was asked to ""step aside"" while an inquiry was held. His deputy Liz Gibbons was acting editor when Newsnight aired a story that led to former senior Conservative politician Lord McAlpine being falsely accused of sex crimes. She also subsequently stepped aside and was told that she would be moved to another job, although the BBC has not yet confirmed in what capacity. Former BBC Radio 5 live boss Adrian Van Klaveren was part of a temporary management team that approved the programme and has been moved after a BBC review. He is now overseeing the corporation's coverage of the 100th anniversary of World War I and Jonathan Wall succeeds him at the helm of 5 live. The former Director of BBC News responsible for flagship programmes like Today, Newsnight, Question Time and Panorama, Helen Boaden, takes on the role of Director of Radio starting on 15 April.","Peter Rippon, the former editor of Newsnight, has been allocated a new role overseeing the development of the online BBC News archive."
"BBC Radio Manchester, Key 103 and Radio X will all air the full show - the first at the venue since the bombing that killed 22 people on 22 May. The line-up also includes Pixie Lott, Rick Astley, Louisa Johnson, Blossoms, The Courteeners and Bugzy Malone. The We Are Manchester show will not be televised and tickets have sold out. It is not yet known whether the audio feed will be available on the stations' websites as well as on air. BBC Radio Manchester's Michelle Hussey and Natalie-Eve Williams will present coverage from the venue, while Dan O'Connell will do the same on Radio X. All profits from the concert will go to the Manchester Memorial Fund, a charitable trust to set up a permanent memorial for the attack victims. In an attempt to tighten security, all tickets will have the name of the ticket-buyer printed on them, and no backpacks or large bags will be allowed into the venue. Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","The Manchester Arena reopening concert, which will be headlined by Noel Gallagher, is to be broadcast live on three radio stations on Saturday."
"Leaving Neverland will premiere at the Sundance Film Festival this month and includes interviews with two alleged victims of Jackson. Representatives for Jackson's estate have responded in a statement. ""This is yet another lurid production in an outrageous and pathetic attempt to exploit and cash in on Michael Jackson,"" it said. Two men who appear in the film say they were aged seven and 10 when Jackson befriended them and their families. Now in their 30s, they allege they were sexually abused by the late singer. Police raided Jackson's Neverland Ranch in California - referenced in the film's title - in 2003 while investigating allegations Jackson had molested a 13-year-old boy. 'Power of celebrity' The case went to trial and Jackson was acquitted of all charges in 2005. The synopsis for the documentary reads: ""Through gut-wrenching interviews with the now-adult men and their families, Leaving Neverland crafts a portrait of sustained exploitation and deception, documenting the power of celebrity that allowed a revered figure to infiltrate the lives of starstruck children and their parents."" The two-part film is directed by Dan Reed, who is also behind documentaries including The Valley, Terror in Mumbai and The Paedophile Hunter. It will debut at Sundance in Utah on 25 and 26 January and will be shown on Channel 4 in Spring 2019. The film is a co-production between Channel 4, HBO and Reed, and will be shown in two two-hour broadcasts on consecutive nights in the UK. Channel 4 told the BBC the film had ""been in the pipeline for a few years"". Jackson died on 25 June 2009 aged 50 after receiving a lethal dose of the anaesthetic propofol. Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.",Michael Jackson's estate has criticised a documentary alleging the late pop star sexually abused children.
"Saoirse Ronan, Taylor Swift and Kit Harington were among them, with Swift calling her Cats song nomination for Beautiful Ghosts ""purrfect"". ""I'm the 'loner Throner,' it seems,"" Harington told The Hollywood Reporter after he was the only person from Game of Thrones' final series get a nod. Netflix movie Marriage Story came out on top on Monday with six nominations. The Irishman, another Netflix film, and Quentin Tarantino's Once Upon a Time in Hollywood, received five nominations each. On the TV side The Crown, Chernobyl and US crime thriller Unbelievable led the way, receiving four nominations apiece. Harington added he had expected Game of Thrones to be nominated but not himself. ""I just imagine myself sitting down at a table all by myself as the 'loner Throner!'"" He also described his nomination for best TV drama actor as ""very unexpected and wonderful"". Swift took to Instagram to express her delight. ""I woke up today to the news that Beautiful Ghosts is nominated for a Golden Globe - it's so cool that one of the most fun, fulfilling creative experiences I've ever had is being honoured in this way by the HFPA,"" she posted. She also congratulated co-writer Andrew Lloyd Webber, who composed the original stage musical. ""Congrats to my co-writer and buddy 4 life Andrew Lloyd Webber."" Ronan, who was nominated for the best actress Globe for the latest film adaptation of the classic novel Little Women, praised director Greta Gerwig in her reaction. ""Getting to play Jo March, one of the most inspiring characters in literature, still today, has been an honour,"" she said in a statement. ""I am eternally grateful to Greta Gerwig for her guidance and partnership, and for her fierce perseverance that brought this incredible cast together and created an environment for us to become a real family and tell this very special story. ""My performance in this film belongs to Greta as much as it does myself and I share this recognition completely with her."" Gerwig, was not nominated for Little Women, as were no other female directors. However, Meryl Streep extended her own Globes record by earning her 34th nomination after being selected to run for supporting actress in a TV series for her role in Big Little Lies. Actress and singer Jennifer Lopez, who was nominated for best supporting actress in a film for playing Ramona in Hustlers, also took to Instagram to say she ""could not be prouder"". Fleabag's Andrew Scott said he was ""thrilled"" at his best supporting actor in a TV series/TV film nomination for his role as the ""hot priest"" in the show. ""I was with my best friend, we were sharing a chocolate chip cookie in a local cafe here in London. And my agent called and gave me the news and I was really delighted,"" he told Variety. He also thanked the show's creator and star Phoebe Waller-Bridge, who was also nominated in the best TV actress in a musical or comedy category. ""I rang Phoebe and just spoke to her, so we're both really thrilled and can't believe that the show has captured people's hearts all over the world. It's really incredible,"" he said. Frozen 2 directors Jennifer Lee and Chris Buck received a nomination for best animated feature. Meanwhile, songwriting duo Robert Lopez and Kristen Anderson-Lopez are also up for best original song for Into the Unknown from the film. Lee said the news came as a literal wake-up call. ""It was actually Bobby and Kristen that woke us both up,"" Lee told The Hollywood Reporter. ""I had the time wrong, so I was totally asleep. But they started texting us, so it was the best way to wake up."" Follow us on Facebook, on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk.",Nominees for the 2020 Golden Globes have expressed their delight at being recognised for an award.
"By Shaun LeyPresenter, BBC Radio 4 The 1965 and 1967 episodes star William Hartnell and Patrick Troughton, the first two actors to play The Doctor. They are among more than 100 instalments which were not retained by the BBC. The announcement was made on Sunday at Missing Believed Wiped, an event held at the British Film Institute (BFI). The BFI, based in London, has been working with broadcasters and film collectors to recover missing recordings of many different television series. Television programmes only began to be routinely recorded in the late 1950s. Previously, they were broadcast live. Even when it became possible to make recordings, video tape was so expensive that most transmission tapes were wiped, so they could be re-used. In the 1970s, the BBC commissioned a report by the historian Lord Briggs. His findings prompted efforts to improve the archiving of television programmes. Although original transmission tapes did not survive, programmes were transferred on to film for broadcasters abroad and it is these prints that the BFI sometimes recover. Doctor Who was sold all over the world in the 1960s. The latest two episodes to be found were in the private collection of a retired broadcast engineer, Terry Burnett, who bought them at a school fete in Hampshire in the 1980s. Mr Burnett had no idea the BBC did not have the recordings - it was only when he mentioned them casually in conversation to Ralph Montagu, head of heritage at Radio Times, that their significance was recognised. Airlock is the third episode of a four-part story called Galaxy Four, transmitted in the autumn of 1965. Hartnell is accompanied by Peter Purves, later a presenter on the children's series Blue Peter, and Maureen O'Brien, now better known as a novelist. The plot involves the desperate attempts by the Drahvins, a race of cloned females, to escape a planet which is about to explode. The story also marks the only appearance in the series of tiny robots known as the Chumblies. The other re-discovered episode is the second part of The Underwater Menace, from early 1967. It sees a mad scientist attempting to restore Atlantis by draining the ocean into the Earth's core. Patrick Troughton, in only his third appearance as The Doctor, was apparently unimpressed with the production. In a recent biography, his son Michael says he argued with the director Julia Smith - who went on to become the original producer of EastEnders - complaining bitterly about the ""ridiculous costumes and make-up of the fish people"". Innes Lloyd, who produced The Underwater Menace later admitted, ""it did look like something from a '50s American 'B' movie"". The find makes only a modest dent in the number of missing episodes, with 106 instalments broadcast between 1964 and 1969 still being sought. Among other items recovered and shown at Sunday's event were Emergency Ward 9, a play by Dennis Potter, and a comedy sketch featuring Peter Cook and Dudley Moore.",Doctor Who fans are getting a fresh opportunity to travel back in time with the discovery of two missing episodes from the long-running BBC series.
"Eon Productions said he had had a ""minor procedure"" in New York during a break in production over Easter. A spokeswoman denied reports the 47-year-old had missed several days of filming on the 24th Bond film, Spectre. ""During a scheduled break, Daniel Craig had arthroscopic surgery to repair his knee injury. He will rejoin production on April 22nd at Pinewood,"" she said. Filming on Spectre began at Pinewood Studios, in Buckinghamshire, last December, and has since moved to Rome and Mexico. It is Craig's fourth outing as the secret service agent, and follows the success of 2012's Skyfall, which made $1.1 billion (£737 million) worldwide. The film features Christoph Waltz playing a character called Oberhauser - which, in the novels, is the name of Bond's former skiing instructor. However, it has been rumoured the actor will be revealed as Bond's old nemesis, Ernst Stavro Blofeld. Blofeld was the ""number one"" in Spectre, an international crime syndicate which last featured in the Sean Connery-era films. The shady organisation also counted the metal-handed scientist Dr Julius No and eyepatch-wearing Emilio Largo amongst its villainous ranks. Spectre will be released on 6 November 2015.",Daniel Craig has had surgery to repair a knee injury sustained while filming scenes for the new James Bond film.
"By Mark SavageBBC music reporter The musician was best known as the founder and director of choral group Ladysmith Black Mambazo, which won five Grammy awards and featured heavily on Paul Simon's Graceland album. They also reached number 15 in the UK charts with a cover of Swing Low Sweet Chariot, for the 1995 Rugby World Cup. Shabalala died in hospital in Pretoria, South Africa, the band's manager said. ""Yes it's true. Mr Shabalala passed on this morning,"" Xolani Majozi told the South Africa Times. ""The group is on tour in the US, but they have been informed and are devastated because the group is family."" In a statement, the band said: ""We celebrate and honour your kind heart and your extraordinary life. Through your music and the millions who you came in contact with, you shall live forever."" The South African government paid tribute to the musician in a tweet, saying: ""We would like to extend our condolences on the passing of Joseph Shabalala who was the founder of the group Ladysmith Black Mambazo. It added in Xhosa, ""Ulale ngoxolo Tata ugqatso lwakho ulufezile."" (Rest in peace, father, your race is complete.) Born in 1941, Shabalala was the eldest of eight children living on a farm in Tugela, near the town of Ladysmith in South Africa. ""When I was a young boy I dreamt of becoming an educated person; maybe a teacher, doctor or something like that,"" he told South Africa's The Citizen in 2014. However, he was forced to leave school at the age of 12 when his father died, working on the family farm and, later, in a local factory. In his spare time, he would sing with friends in a local group called the Blacks. ""The young boys when they get together, they started to sing the songs, until the mamas and the neighbours said, 'Hey, do it again,'"" he told the BBC. ""It was just like that. They were calling, 'Do it again, do it again'."" He eventually became the leader and main composer for the choir, fusing indigenous Zulu songs and dances with South African isicathamiya, an a capella tradition that was frequently accompanied by a soft, shuffling style of dance. They were re-christened Ladysmith Black Mambazo, a name that was significant on several levels: Ladysmith represented their hometown, Black referenced the black oxen that were the strongest on the farm, and Mambazo, from the Zulu word for axe, symbolized the group's ability to cut down the competition. A radio performance in 1970 led to a recording contract, and in 1973 they released Africa's first gold-selling album, Amabutho. They achieved global recognition after being recruited to sing on Paul Simon's multi-million-selling Graceland album, most notably on Homeless, a song Shabalala co-wrote with Simon, based on the melody for a traditional Zulu wedding song. The band joined Simon on his subsequent world tour. In return, he produced their next three albums - with 1987's Shaka Zulu winning a Grammy for best traditional folk recording. Shabalala retired from active performance in 2014 shortly after performing at a memorial concert for Nelson Mandela. He continued to teach traditional choral music, while four of his sons (and one grandson) continued his legacy within Ladysmith Black Mambazo. The musician was with his wife Thokozile Shabalala, in his final moments, said Xolani Majozi. As news of his death spread, tributes poured in from around the world. ""My friend, a giant humble man, Joseph Shabalala, passed away this morning,"" wrote South African singer Sipho ""Hotstix"" Mabuse on Twitter. ""My sincere condolences to his family and friends."" ""I am deeply saddened,"" wrote Herman Mashaba, former mayor of Johannesburg. ""You will be remembered as a giant of South African music and a pioneer of the industry."" Analysis - Nomsa Maseko, BBC News, Johannesburg I met the world-renowned musician Joseph Shabalala in Umlazi township in KwaZulu-Natal province a few days before Christmas in 2015. His home was a hive of activity. Even though he was looking frail, he was teaching traditional choral music to a group of young people who were clearly eager to learn from him. He was singing Homeless, a song he co-wrote with Paul Simon. He was wearing a red t-shirt and stood in front of a microphone and pulled his famous isicathamiya dance moves. The young people who were seated on white plastic chairs jumped up and joined him in song. Shabalala will be remembered for playing an unparalleled role in introducing the sound of traditional Zulu music to the world. Follow us on Facebook, or on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk.","Joseph Shabalala, who helped introduce the sound of traditional Zulu music to the world, has died aged 78."
"The comedian is running a marathon a day for the next 27 days - one for each year Nelson Mandela spent in prison. ""The first 10 are always the hardest, but then your body and your brain gets used to it so it gets easier,"" he told the BBC. Izzard previously attempted a similar feat in South Africa in 2012, but had to pull out for health reasons. ""What I'm doing is not particularly special here, other people have done more crazy things,"" he said. The 54-year-old tweeted a photo of himself standing by the Mbashe river in South Africa's Eastern Cape province as he began his marathon at 06:30 local time. But a few hours later, Sport Relief themselves tweeted: ""16 miles done and a little work on the feet needed,"" with a picture of Izzard taking a short break. At around 1500 local time (1300 GMT), Sport Relief tweeted: ""Marathon one DONE by the astonishing @eddieizzard"". How will 27 marathons affect Eddie Izzard? When asked what he'd done to physically prepare for the challenge, Izzard said: ""You can't really train for 27 marathons, it's mental training."" ""It's about getting your health into the right place, eating the right food, and getting mentally prepared for it. ""There's no luck in it, you make your own luck really."" When asked how he'd altered his diet, Izzard explained: ""Once you get yourself off refined sugar, you do get to a much better place."" Follow Eddie Izzard's 27 marathon challenge One of the biggest challenges he faces while running the marathons is the hot climate in South Africa. ""It's like two British summers squashed together and multiplied with a cooker. I think we're at 30C already, and it's 10am here,"" he said. He joked that he ""doesn't actually like running"", adding that he's trying to find things to keep him entertained along the way. ""I like stopping and talking to donkeys, goats, cows, dogs - I've just been to Mvezo which is the birthplace of Nelson Mandela."" Mandela was President of South Africa from 1994 to 1999 before his death in 2013 aged 95.",Eddie Izzard has completed the first of the 27 marathons he is running for Sport Relief.
"By Mark SavageBBC Music reporter Whiley will be the first female DJ on the station's weekday daytime schedule for 20 years. Debbie Thrower was the last, presenting Radio 2's afternoon show between 1995 and 1998. At a time when pay equality is under scrutiny at the BBC, Radio 2 confirmed Mayo and Whiley will earn the same. In other changes to the station's line-up, Sara Cox will present a new show from 22:00 to midnight every Monday to Thursday. Gary Davies replaces Cox on the popular Sound of the 80s programme while 6 Music's Cerys Matthews takes over the Blues Show from Paul Jones, who leaves the station after more than 30 years. The Arts Show will be ending, as will The Organist Entertains - which has been on the network for almost 50 years. Presenter Nigel Ogden thanked listeners for supporting the show over the last five decades. ""I've loved hearing from them and send them my very best wishes for the future. I'd also like to thank Radio 2 for giving me the opportunity to play the music I love each week. It has been a huge privilege."" Listen to the Band is also being taken off the air. Radio 2 says brass band music will continue to be played elsewhere. The changes, which come into effect from 14 May, also see Robot Wars presenter Angela Scanlon added to the Sunday morning schedule, and OJ Borg presenting a live overnight show on weekdays. 'What a thrill' Whiley, who joined Radio 2 in 2011, currently hosts a weeknight show specialising in new music. She started her career as a researcher on Channel 4's The Word and hosted Radio 1's Evening Session with Steve Lamacq at the height of Britpop. The new drivetime show is the first time she has shared the microphone with Mayo. ""Although we've known each other for over 20 years, we've never presented a show together,"" said Mayo in a statement. ""And given that Jo is quite brilliant, it's high time we put that right."" ""What a thrill to be working with Simon on this exciting new show,"" added Whiley. ""It's going to be great fun and listeners can look forward to some incredible music and chat, as well as being introduced to some fantastic new talent along the way. Cannot wait! "" Their pairing results in an extra hour of radio, with the drivetime slot extended from 17:00 to 20:00 every weekday, except Friday - when Tony Blackburn's Golden Hour remains from 19:00 to 20:00. As a result, the weekly Blues, Jazz, Folk and Country shows will move one hour later - starting at 20:00 from Monday to Thursday. According to figures published by the BBC last July, Mayo currently receives a salary in the range £350,000 - £399,999, while Whiley is paid £150,000 - £199,999. Although they will receive equal pay for their upcoming show, there will still be a disparity in their total salaries, as Mayo presents a weekly show for 5 Live, and Whiley hosts events including Glastonbury for BBC television. Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","Jo Whiley is to co-present a new, extended drivetime show with Simon Mayo, as Radio 2 overhauls its schedule."
"By Steven McIntoshEntertainment reporter But there was plenty more to enjoy about Sunday's Golden Globe Awards beyond the comedy duo's excellent bicoastal hosting. Nomadland and Borat Subsequent Moviefilm were the big winners of the night, while The Crown dominated the TV categories. Meanwhile, there were three significant surprises in the film categories - with Andra Day, Rosamund Pike and Jodie Foster all beating the favourites in their respective acting groups to claim victory. Mank was the most nominated film of the night and yet went home empty-handed, which may not bode well for its Oscar chances next month. But the biggest surprise was that the Golden Globes almost finished on time, running only a few minutes late (it's usually at least half an hour). Here are nine highlights from the ceremony: 1. Ben Stiller can bake you a Golden Globe ""It's hard to believe it's been a full year since the last Golden Globes,"" said Ben Stiller as he took to the stage to present the award for best actress in a musical or comedy. ""But, like many of us, I've used that time to look inward and grow. I've come to fully understand the nature of crypto-currency. I read a book. I finally got around to dying my hair grey."" It turns out the actor's biggest lockdown achievement, however, has been sculpting awards trophies out of cake. ""Like so many other resilient Americans, I learned to bake. A delicious banana bread, in the form of a Golden Globe."" 2. Tina and Amy roasted the nominees Without having a full live audience or even being in the same room, the pair couldn't quite match their usual high standards - but they certainly gave it their best shot. The former Saturday Night Live stars poked fun at several of the nominees. Here are some of their best one-liners: 3. The virtual ceremony had a few hiccups The recurring theme of the night was winners spending half their acceptance speech asking: ""Am I on? Do I speak now? Can you hear me?"" There were numerous technical glitches, including the first winner of the night, Daniel Kaluuya, being muted (it wasn't clear if this was because of him or the Globes sound engineer). After being announced as the winner of best supporting actor, he began delivering a silent acceptance speech. Category presenter Laura Dern cut in to apologise for the sound problems and started to wrap up. ""As you can see, we unfortunately have a bad connection, we apologise for that technical problem, and send all our congratulations to Daniel."" But the British star was not to be silenced and suddenly sprung to life. ""Wait! You're doing me dirty, you're doing me dirty!"" he shouted, suddenly audible. ""Can you hear me now? All right, cool."" Kaluuya is normally one of the smoothest, most unflappable men in showbiz, so it was quite something to watch him flat-out refuse to be defeated by a dodgy Zoom connection. 4. Jodie Foster thanked her dog ...But only after she had expressed genuine shock at winning best supporting actress for her performance in The Mauritanian. ""No way! Oh my god. Are you kidding me? I think you made a mistake,"" she exclaimed as her name was announced. ""I'm a little speechless, I just never expected to ever be here again."" Foster has previously won Golden Globes for her performances in The Accused and Silence of the Lambs. Wearing some truly magnificent pyjamas, Foster thanked her wife, Alexandra Hedison, her adorable-looking dog Ziggy... and Green Bay Packers quarterback Aaron Rodgers. ""I love my wife, thank you Alex, and Ziggy, and Aaron Rodgers and the Hollywood Foreign Press. This is awesome!"" (Foster is a huge fan of the Packers, and Rodgers mentioned her in a speech last month, so she was returning the favour. He's also the fiancé of her Mauritanian co-star Shailene Woodley.) 5. Catherine O'Hara was played off (by her husband) Schitt's Creek couldn't quite equal the success it enjoyed at the Emmys, where it swept up in every category it was nominated, but it still picked up a couple of Globes. One was best comedy series, which was accepted by Dan Levy, while his co-star Catherine O'Hara won her first ever Globe for best comedy actress. Her acceptance speech started out normally enough - she thanked the HFPA, her fellow nominees and the Schitt's Creek cast and crew. Now, usually when a winner starts to drone on a bit, they're not-so-subtly played off by the orchestra. But with nobody there to hurry her along, O'Hara's husband Bo Welch took matters into his own hands with a series of sound effects on his phone. He used an applause sound effect after she was announced as the winner, but after she had been speaking for a full minute, Welch started playing loud music to remind his dearly beloved wife to wrap it up. O'Hara dealt with this beautifully and began actually singing along with the iPhone orchestra as she drew her acceptance speech to a close. 6. Chadwick Boseman's wife gave an emotional speech Perhaps the most moving moment of the night came from Taylor Simone Ledward, who accepted an award on behalf of her late husband, Chadwick Boseman. The Black Panther star, who died last year, won the prize for best drama actor for his performance in Ma Rainey's Black Bottom. Ledward took the opportunity to imagine the speech he would have given, as category presenter Renée Zellweger became emotional as she watched from the studio. ""He would say something beautiful, something inspiring,"" Ledward said. ""Something that would amplify that little voice inside of all of us that tells you you can, that tells you to keep going, that calls you back to what you're meant to be doing at this moment in history. ""And I don't have his words, but we have to take a moment to celebrate those we love. So thank you HFPA for this opportunity to do exactly that. ""And, hun, you keep 'em coming. Thank you."" 7. Barb and Star have stocked up on merchandise Our two favourite tourists, Barb and Star, were extremely excited to be presenting best comedy and musical film. Kristen Wiig and Annie Mumolo, stars of Barb And Star Go To Vista Del Mar, turned up in their sparkly outfits with plenty of LA souvenirs in their bags. ""We have been in Hollywood for two weeks, and Hollywood Boulevard is the place to be, so many LA shops,"" said Barb. ""My favourite was the Hollywood trinket zone."" ""My favourites were Hollywood T-shirt store, and Hollywood Souvenir and T-shirt,"" offered Star. ""You know what I got? And oversized $1 bill with Darth Vader as the president,"" she added, sounding more excited than any of the night's winners. 8. Aaron Sorkin got a lot of emails from Sacha Baron Cohen The writer and director of The Trial of the Chicago 7 expertly managed to roll humour and politics into his acceptance speech for best screenplay, while also referencing the film's star Sacha Baron Cohen. The actor, who also won prizes for Borat Subsequent Moviefilm at Sunday's Globes, played political activist Abbie Hoffman in Sorkin's film. ""While we were shooting, every night after we wrapped when I'd get back to my hotel room, there'd be an email from Sacha with a quote from Abbie Hoffman,"" Sorkin explained. ""None of them ever made it into the film, but I saved the emails."" Sorkin clarified he doesn't always agree with everything his characters do or say, but went on to quote one particular speech from Hoffman. ""Democracy is not something you believe in, or a place to hang your hat, but it's something you do. You participate. If you stop doing it, democracy crumbles."" Linking Hoffman's speech to the deadly Capitol riot earlier this year, Sorkin concluded: ""I don't need any more evidence than what happened on 6 January to agree with this."" 9. Tracy Morgan is off to order a pizza There's a small chance Fey's former 30 Rock co-star Tracy Morgan didn't properly prepare for his job presenting best original score. While most people would practise the pronunciations of all the the possible winners to make sure they didn't trip up, Morgan took a stab in the dark. And not even with a particularly complicated name. He pronounced Pixar's animated movie ""Soul"" as ""Sal."" You kind of have to see it to believe it. He did at least offer some form of explanation on Twitter afterwards. Follow us on Facebook, on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk.",An awards ceremony hosted by Tina Fey and Amy Poehler is up there with raindrops on roses as one of our absolute favourite things.
